Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
811.050,69.8211,20,1.4835,-0.2303,-0.0804,-133.8123,42.8163,585.7649,0.0082,0.1500,25.9536,50.51951743,-104.49368503,26.5,79.0,-0.21,1.33,-1.00,5.7,2.1,35.2,3.9,8037
811.100,68.8147,20,1.5054,-0.1827,-0.0658,-131.9910,43.7787,585.7652,0.0082,0.1500,25.0172,50.51951213,-104.49369524,26.5,78.9,-0.18,1.35,-0.99,2.1,2.2,33.1,3.9,8093
811.150,68.0291,20,1.5277,-0.1340,-0.0593,-129.8790,44.7378,585.7621,0.0082,0.1520,24.2014,50.51950699,-104.49370568,26.5,78.9,-0.16,1.37,-0.98,-0.1,1.8,30.4,3.9,8295
811.200,68.1266,20,1.5517,-0.0805,-0.0848,-126.6038,45.6838,585.7451,0.0082,0.1620,23.7342,50.51950251,-104.49371706,26.5,78.9,-0.15,1.42,-0.99,-2.0,1.5,27.3,3.9,8245
811.250,68.1822,20,1.5559,-0.0307,-0.1128,-123.7921,46.0191,585.7250,0.0082,0.1690,23.5805,50.51949804,-104.49372842,26.5,78.9,-0.14,1.48,-1.00,-1.2,1.2,25.0,3.9,8182
811.300,68.0696,20,1.4811,0.0048,-0.1500,-122.8340,43.9116,585.6926,0.0082,0.1640,24.6714,50.51949358,-104.49373970,26.5,78.9,-0.10,1.53,-1.00,5.5,0.6,25.1,3.9,8362
811.350,68.0178,20,1.4193,0.0413,-0.1669,-121.5426,42.1749,585.6733,0.0082,0.1610,25.6678,50.51948930,-104.49375116,26.5,78.8,-0.07,1.53,-1.01,16.5,-0.1,27.1,3.9,8313
811.400,68.2089,20,1.4101,0.0821,-0.1022,-118.9178,41.9213,585.7068,0.0082,0.1660,25.8956,50.51948568,-104.49376335,26.5,78.8,-0.03,1.50,-1.01,26.7,-0.2,29.8,3.9,8280
811.450,68.3929,20,1.3850,0.1142,-0.0559,-116.5153,41.1779,585.7269,0.0082,0.1670,26.4343,50.51948212,-104.49377557,26.5,78.7,-0.00,1.46,-1.03,32.3,0.4,31.8,3.9,8338
811.500,68.5482,20,1.2962,0.1108,-0.0837,-115.0022,38.4752,585.6934,0.0082,0.1520,28.3553,50.51947881,-104.49378794,26.5,78.5,0.03,1.41,-1.05,31.7,1.2,31.9,3.9,8375
811.550,68.7127,20,1.2224,0.1175,-0.1056,-113.3481,36.2164,585.6667,0.0082,0.1420,30.1962,50.51947564,-104.49380040,26.5,78.4,0.06,1.35,-1.07,26.2,1.7,30.3,3.9,8338
811.600,68.9143,20,1.2083,0.1644,-0.1040,-111.1303,35.7324,585.6674,0.0082,0.1520,30.6950,50.51947302,-104.49381327,26.5,78.1,0.07,1.29,-1.08,16.9,2.0,27.5,3.9,8288
811.650,69.1175,20,1.1912,0.1916,-0.1073,-109.0391,35.1468,585.6628,0.0082,0.1590,31.2984,50.51947047,-104.49382619,26.5,77.8,0.09,1.25,-1.09,6.6,2.3,24.5,3.9,8186
811.700,69.3264,20,1.1624,0.1403,-0.1305,-107.4539,34.1545,585.6373,0.0082,0.1540,32.3050,50.51946820,-104.49383930,26.5,77.6,0.10,1.23,-1.10,-0.3,2.4,22.5,3.9,8479
811.750,69.5042,19,1.1416,0.1081,-0.1471,-105.9586,33.4152,585.6177,0.0082,0.1490,33.1045,50.51946600,-104.49385243,26.5,77.4,0.12,1.21,-1.11,0.1,1.6,22.1,3.9,8403
811.800,69.5579,19,1.1529,0.1522,-0.1379,-104.8230,33.6875,585.6215,0.0082,0.1440,32.8623,50.51946405,-104.49386564,26.5,77.4,0.12,1.18,-1.10,5.8,0.8,22.9,3.9,8331
811.850,69.6986,19,1.1374,0.1791,-0.1329,-103.4972,33.1705,585.6221,0.0082,0.1400,33.4420,50.51946223,-104.49387895,26.5,77.5,0.12,1.13,-1.10,13.1,0.1,24.4,3.9,8524
811.900,70.1879,19,1.0151,0.1365,-0.1449,-101.4108,29.4966,585.6092,0.0082,0.1400,37.8713,50.51946096,-104.49389264,26.5,77.6,0.11,1.08,-1.12,17.1,-0.0,25.1,3.9,8399
811.950,70.5441,19,0.9142,0.1088,-0.1600,-99.5902,26.4575,585.5947,0.0082,0.1400,42.4357,50.51945970,-104.49390630,26.5,77.7,0.10,1.03,-1.15,16.2,0.5,24.4,3.9,8733
812.000,70.3679,19,0.8988,0.1408,-0.1873,-98.8335,25.9581,585.5741,0.0082,0.1400,43.1440,50.51945851,-104.49391988,26.5,77.8,0.10,0.99,-1.18,13.4,0.7,22.9,3.9,8606
812.050,70.3586,19,0.8670,0.1657,-0.2048,-97.9527,24.9821,585.5585,0.0082,0.1400,44.8237,50.51945743,-104.49393356,26.5,78.0,0.10,0.95,-1.19,9.8,0.8,20.8,3.9,8441
812.100,71.0171,19,0.7696,0.1621,-0.1832,-96.5762,22.0995,585.5627,0.0082,0.1400,51.1446,50.51945674,-104.49394761,26.5,78.0,0.11,0.90,-1.18,6.0,0.9,18.7,3.9,8422
812.150,71.5590,19,0.6822,0.1621,-0.1706,-95.3727,19.5094,585.5625,0.0082,0.1390,58.3768,50.51945607,-104.49396164,26.5,78.0,0.11,0.86,-1.17,2.6,1.0,16.5,3.9,8525
812.200,71.6347,19,0.6347,0.1761,-0.1940,-94.8612,18.0891,585.5444,0.0082,0.1340,63.0271,50.51945542,-104.49397560,26.5,78.0,0.11,0.82,-1.14,1.2,0.8,14.8,3.9,8537
812.250,71.7790,19,0.5780,0.1855,-0.2117,-94.3225,16.4077,585.5302,0.0082,0.1300,69.6259,50.51945481,-104.49398963,26.5,77.9,0.10,0.78,-1.12,1.8,0.4,13.5,3.9,8504
812.300,72.1978,19,0.4838,0.1764,-0.2060,-93.6745,13.6821,585.5323,0.0082,0.1300,83.9830,50.51945436,-104.49400390,26.5,77.8,0.09,0.72,-1.09,2.6,0.1,12.4,3.9,8549
812.350,72.5892,19,0.3912,0.1672,-0.2076,-93.0617,11.0105,585.5295,0.0082,0.1300,104.9269,50.51945394,-104.49401818,26.5,77.8,0.07,0.65,-1.07,2.2,-0.1,11.0,3.9,8568
812.400,72.8710,19,0.3050,0.1580,-0.2380,-92.5895,8.5546,585.5076,0.0082,0.1300,135.5740,50.51945361,-104.49403247,26.5,77.7,0.05,0.59,-1.06,1.4,-0.1,9.4,3.9,8635
812.450,73.1210,19,0.2277,0.1522,-0.2578,-92.1841,6.3576,585.4914,0.0082,0.1300,183.0489,50.51945332,-104.49404582,26.5,77.6,0.03,0.53,-1.05,0.9,-0.2,8.1,3.9,8658
812.500,73.2438,19,0.1864,0.1597,-0.2352,-92.0454,5.1964,585.4974,0.0082,0.1300,224.3300,50.51945316,-104.49405542,26.5,77.6,0.02,0.47,-1.05,0.1,-0.2,6.7,3.9,8698
812.550,73.3665,19,0.1452,0.1673,-0.2125,-91.9067,4.0352,585.5034,0.0082,0.1300,289.3704,50.51945300,-104.49406501,26.5,77.7,0.00,0.39,-1.06,-1.8,0.2,5.0,3.9,8714
812.600,73.6255,19,0.0957,0.1688,-0.1950,-91.7381,2.6484,585.5042,0.0082,0.1320,442.4437,50.51945277,-104.49407852,26.5,77.6,0.00,0.34,-1.08,-3.3,0.6,3.5,3.9,8787
812.650,74.3385,19,0.0298,0.1570,-0.2004,-91.5631,0.8196,585.4874,0.0082,0.1400,1443.6073,50.51945231,-104.49410480,26.5,77.5,0.01,0.28,-1.08,-4.6,0.7,2.1,3.9,8813
812.700,74.6884,19,0.0304,0.1892,-0.2153,-91.8399,0.8307,585.4849,0.0082,0.1400,1431.0497,50.51945191,-104.49411954,26.5,77.4,0.01,0.22,-1.08,-5.7,0.7,0.7,3.9,8823
812.750,75.0319,20,0.0253,0.2110,-0.2243,-92.0373,0.6911,585.4838,0.0082,0.1390,1727.9771,50.51945154,-104.49413430,26.5,77.1,0.02,0.15,-1.08,-6.5,0.7,-0.5,3.9,8907
812.800,75.3506,20,-0.0020,0.1907,-0.2094,-91.9167,-0.0511,585.4875,0.0082,0.1340,10000.0000,50.51945129,-104.49414913,26.5,76.9,0.03,0.09,-1.06,-6.3,0.5,-1.2,3.9,8930
812.850,75.6824,20,-0.0179,0.1759,-0.1982,-91.7918,-0.4845,585.4895,0.0082,0.1300,2486.3320,50.51945102,-104.49416400,26.5,76.8,0.04,0.04,-1.05,-5.2,0.4,-1.3,3.9,8926
812.900,76.0667,20,0.0119,0.1829,-0.2019,-91.6494,0.3175,585.4841,0.0082,0.1300,3813.2405,50.51945073,-104.49417900,26.5,76.7,0.04,0.00,-1.04,-3.6,0.4,-0.9,3.9,8963
812.950,76.3906,20,0.0409,0.1861,-0.2060,-91.5295,1.0935,585.4775,0.0082,0.1310,1111.7885,50.51945045,-104.49419400,26.5,76.6,0.03,-0.02,-1.03,-2.0,0.4,-0.2,3.9,9003
813.000,76.4728,20,0.0664,0.1743,-0.2117,-91.4995,1.7661,585.4659,0.0082,0.1360,689.1421,50.51945022,-104.49420902,26.5,76.7,0.03,-0.03,-1.03,-0.4,0.3,0.7,3.9,9044
813.050,76.6067,20,0.0896,0.1620,-0.2112,-91.4338,2.3765,585.4591,0.0082,0.1400,513.0458,50.51945001,-104.49422407,26.5,76.8,0.03,-0.03,-1.02,0.7,0.2,1.6,3.9,9067
813.100,76.9469,20,0.1037,0.1475,-0.1862,-91.2254,2.7379,585.4716,0.0082,0.1400,447.2886,50.51944988,-104.49423922,26.5,76.9,0.02,-0.02,-1.02,1.3,0.3,2.4,3.9,9096
813.150,77.2998,20,0.1181,0.1376,-0.1693,-91.0203,3.1082,585.4781,0.0082,0.1400,395.8141,50.51944975,-104.49425441,26.5,77.0,0.03,-0.01,-1.03,1.5,0.4,2.8,3.9,9136
813.200,77.7037,20,0.1339,0.1466,-0.1852,-90.8282,3.5135,585.4612,0.0082,0.1400,351.9782,50.51944965,-104.49426978,26.5,77.2,0.03,0.01,-1.04,1.4,0.6,2.9,3.9,9149
813.250,78.0484,20,0.1443,0.1530,-0.1978,-90.6771,3.7745,585.4478,0.0082,0.1400,329.0953,50.51944955,-104.49428412,26.5,77.2,0.04,0.03,-1.05,1.4,0.6,2.9,3.9,9219
813.300,78.1562,20,0.1326,0.1494,-0.1971,-90.6905,3.4580,585.4479,0.0082,0.1400,359.7192,50.51944946,-104.49429434,26.5,77.3,0.06,0.04,-1.04,1.2,0.4,2.7,3.9,9214
813.350,78.2640,20,0.1209,0.1457,-0.1964,-90.7038,3.1414,585.4479,0.0082,0.1400,396.5151,50.51944936,-104.49430455,26.5,77.3,0.07,0.05,-1.03,0.9,0.1,2.6,3.9,9270
813.400,78.4619,20,0.1133,0.1431,-0.1919,-90.5700,2.9331,585.4481,0.0082,0.1400,425.7528,50.51944929,-104.49431892,26.5,77.2,0.07,0.06,-1.03,0.5,0.0,2.5,3.9,9273
813.450,78.9432,20,0.1169,0.1441,-0.1784,-89.9862,3.0196,585.4475,0.0082,0.1400,416.0846,50.51944928,-104.49434581,26.5,77.2,0.06,0.07,-1.03,0.3,0.0,2.6,3.9,9331
813.500,79.1154,20,0.0991,0.1439,-0.1907,-89.9571,2.5540,585.4430,0.0082,0.1400,493.0246,50.51944928,-104.49435616,26.5,77.2,0.05,0.08,-1.03,0.4,0.0,2.6,3.9,9341
813.550,79.2875,20,0.0813,0.1436,-0.2031,-89.9281,2.0883,585.4385,0.0082,0.1400,604.2792,50.51944929,-104.49436651,26.5,77.2,0.04,0.08,-1.03,0.5,0.1,2.6,3.9,9368
813.600,79.4780,20,0.0620,0.1411,-0.2030,-89.8680,1.5864,585.4387,0.0082,0.1400,797.3654,50.51944930,-104.49438104,26.5,77.2,0.03,0.08,-1.03,0.3,0.1,2.4,3.9,9391
813.650,79.7842,20,0.0417,0.1345,-0.1643,-89.7273,1.0633,585.4528,0.0083,0.1420,1194.1735,50.51944936,-104.49440925,26.5,77.2,0.02,0.07,-1.03,-0.3,0.3,1.9,3.9,9420
813.700,80.2596,20,0.0407,0.1466,-0.1695,-89.7617,1.0349,585.4469,0.0083,0.1520,1234.2937,50.51944935,-104.49442514,26.5,77.2,0.03,0.06,-1.03,-0.9,0.4,1.4,3.9,9444
813.750,80.6669,20,0.0390,0.1568,-0.1747,-89.7999,0.9886,585.4397,0.0083,0.1600,1298.6826,50.51944935,-104.49444102,26.5,77.2,0.04,0.04,-1.03,-1.0,0.4,1.0,3.9,9499
813.800,80.8016,20,0.0345,0.1597,-0.1799,-89.8538,0.8707,585.4269,0.0083,0.1600,1476.9418,50.51944935,-104.49445693,26.5,77.2,0.05,0.02,-1.03,-0.6,0.2,0.7,3.9,9541
813.850,80.9537,20,0.0292,0.1593,-0.1845,-89.8604,0.7336,585.4172,0.0083,0.1600,1756.4025,50.51944937,-104.49447283,26.5,77.1,0.04,0.00,-1.02,-0.2,0.0,0.7,3.9,9532
813.900,81.1749,20,0.0207,0.1459,-0.1870,-89.6775,0.5192,585.4199,0.0083,0.1600,2488.3062,50.51944948,-104.49448873,26.5,77.0,0.03,-0.01,-1.02,-0.1,-0.0,0.7,3.9,9602
813.950,81.4163,20,0.0173,0.1338,-0.1914,-89.5048,0.4318,585.4187,0.0083,0.1600,3000.9089,50.51944959,-104.49450467,26.5,76.8,0.01,-0.02,-1.02,-0.4,-0.2,0.8,3.9,9621
814.000,81.7383,20,0.0343,0.1270,-0.2030,-89.3730,0.8522,585.4022,0.0083,0.1600,1526.5999,50.51944970,-104.49452076,26.5,76.7,0.00,-0.02,-1.02,-0.9,-0.2,0.8,3.9,9612
814.050,82.0013,20,0.0441,0.1190,-0.2084,-89.2959,1.0958,585.3907,0.0083,0.1600,1190.9823,50.51944980,-104.49453687,26.5,76.7,0.00,-0.01,-1.03,-1.2,-0.2,0.7,3.9,9874
814.100,82.0283,20,0.0255,0.1058,-0.1889,-89.4384,0.6326,585.3996,0.0084,0.1600,2063.6738,50.51944984,-104.49455303,26.5,76.7,-0.00,-0.01,-1.03,-1.1,-0.3,0.6,3.9,9798
814.150,82.1199,20,0.0070,0.0964,-0.1764,-89.5449,0.1733,585.4044,0.0084,0.1590,7540.3984,50.51944989,-104.49456919,26.6,76.7,-0.01,0.00,-1.03,-1.1,-0.0,0.3,3.9,9799
814.200,82.4702,20,-0.0110,0.1027,-0.1917,-89.5077,-0.2704,585.3925,0.0084,0.1540,4854.9888,50.51944995,-104.49458540,26.6,76.8,-0.01,0.01,-1.04,-1.4,0.2,-0.2,3.9,9963
814.250,82.7314,20,-0.0303,0.1101,-0.2022,-89.5154,-0.7436,585.3840,0.0084,0.1490,1770.7941,50.51945000,-104.49460160,26.6,76.9,-0.02,0.02,-1.05,-1.8,0.3,-0.7,3.9,9802
814.300,82.6363,20,-0.0545,0.1220,-0.1932,-89.7028,-1.3349,585.3890,0.0084,0.1440,985.2108,50.51945002,-104.49461776,26.6,77.0,-0.04,0.02,-1.05,-2.2,0.4,-1.2,3.9,9735
814.350,82.6948,20,-0.0763,0.1287,-0.1868,-89.8517,-1.8674,585.3935,0.0084,0.1400,704.7801,50.51945002,-104.49463399,26.6,77.2,-0.07,0.01,-1.05,-2.3,0.6,-1.7,3.9,9794
814.400,83.3673,20,-0.0887,0.1144,-0.1905,-89.8465,-2.1644,585.3956,0.0084,0.1400,613.0239,50.51945000,-104.49465051,26.6,77.3,-0.09,-0.01,-1.05,-2.1,0.8,-1.9,3.9,9823
814.450,83.8997,20,-0.0941,0.1027,-0.1880,-89.8826,-2.2926,585.4012,0.0084,0.1400,582.4510,50.51944997,-104.49466592,26.6,77.4,-0.10,-0.03,-1.05,-1.5,0.8,-1.8,3.9,9894
814.500,83.8721,20,-0.0717,0.1012,-0.1604,-90.0839,-1.7455,585.4211,0.0084,0.1400,764.7618,50.51944989,-104.49467692,26.6,77.5,-0.10,-0.04,-1.04,-0.7,0.6,-1.5,3.9,10003
814.550,83.8446,20,-0.0493,0.0996,-0.1328,-90.2851,-1.1984,585.4411,0.0084,0.1400,1113.5342,50.51944981,-104.49468792,26.6,77.6,-0.10,-0.06,-1.05,-0.1,0.7,-1.0,3.9,9938
814.600,83.8237,20,-0.0292,0.0970,-0.1111,-90.3412,-0.7078,585.4568,0.0084,0.1400,1884.7607,50.51944978,-104.49470000,26.6,77.7,-0.10,-0.07,-1.08,0.2,1.0,-0.5,3.9,10465
814.650,83.8295,20,-0.0183,0.0903,-0.1127,-89.8168,-0.4435,585.4558,0.0084,0.1400,3008.1802,50.51944994,-104.49471643,26.6,77.7,-0.10,-0.06,-1.10,0.3,0.8,-0.0,3.9,10532
814.700,83.9262,20,-0.0091,0.0825,-0.1220,-89.5959,-0.2195,585.4469,0.0084,0.1400,6084.6113,50.51945001,-104.49473619,26.6,77.8,-0.09,-0.06,-1.08,0.2,0.0,0.1,3.9,9987
814.750,84.3454,20,-0.0036,0.0755,-0.1475,-90.3252,-0.0871,585.4191,0.0084,0.1400,10000.0000,50.51944981,-104.49476598,26.6,77.8,-0.08,-0.06,-1.05,-0.8,-0.3,-0.1,3.9,9939
814.800,84.6008,20,0.0135,0.0865,-0.1160,-89.9983,0.3241,585.4421,0.0084,0.1400,4153.8340,50.51944992,-104.49478263,26.6,77.8,-0.07,-0.05,-1.03,-1.9,-0.2,-0.5,3.9,9960
814.850,84.8133,20,0.0250,0.0934,-0.0956,-89.7883,0.6004,585.4583,0.0084,0.1400,2248.1143,50.51944998,-104.49479929,26.6,77.8,-0.06,-0.04,-1.03,-1.8,0.3,-0.6,3.9,9972
814.900,84.8549,20,0.0141,0.0841,-0.1199,-90.0455,0.3369,585.4473,0.0084,0.1400,4008.9980,50.51944989,-104.49481596,26.6,77.7,-0.05,-0.04,-1.03,-0.7,0.7,-0.4,3.9,10026
814.950,84.9677,20,0.0051,0.0830,-0.1375,-90.2190,0.1226,585.4384,0.0084,0.1400,10000.0000,50.51944982,-104.49483266,26.6,77.5,-0.05,-0.04,-1.03,0.3,1.0,-0.0,3.9,9996
815.000,85.3660,20,0.0044,0.1145,-0.1279,-90.0583,0.1053,585.4375,0.0084,0.1400,10000.0000,50.51944983,-104.49484948,26.6,77.4,-0.04,-0.04,-1.03,0.5,1.0,0.2,3.9,10023
815.050,85.6862,20,-0.0002,0.1357,-0.1218,-89.9505,-0.0052,585.4379,0.0084,0.1400,10000.0000,50.51944982,-104.49486630,26.6,77.5,-0.03,-0.04,-1.03,0.3,0.9,0.1,3.9,10062
815.100,85.6942,20,-0.0206,0.1158,-0.1293,-90.0551,-0.4884,585.4432,0.0084,0.1400,2792.5085,50.51944976,-104.49488309,26.6,77.7,-0.03,-0.04,-1.02,0.3,0.6,0.0,3.9,10054
815.150,85.7243,20,-0.0376,0.0990,-0.1331,-90.1487,-0.8883,585.4483,0.0084,0.1400,1535.9131,50.51944971,-104.49489878,26.6,78.0,-0.02,-0.04,-1.01,0.3,0.4,0.0,3.9,10096
815.200,85.8434,20,-0.0405,0.0946,-0.1227,-90.1986,-0.9549,585.4529,0.0084,0.1400,1430.7412,50.51944966,-104.49491006,26.6,78.3,-0.01,-0.05,-1.00,0.2,0.2,-0.0,3.9,10119
815.250,85.9624,20,-0.0434,0.0901,-0.1123,-90.2486,-1.0215,585.4575,0.0085,0.1400,1339.2874,50.51944961,-104.49492135,26.6,78.5,-0.01,-0.06,-0.99,-0.2,0.1,-0.1,3.9,10144
815.300,86.1642,20,-0.0508,0.0873,-0.1042,-90.2802,-1.1950,585.4630,0.0085,0.1400,1147.5664,50.51944955,-104.49493718,26.6,78.7,-0.01,-0.06,-0.99,-0.7,0.3,-0.2,3.9,10173
815.350,86.6070,20,-0.0665,0.0907,-0.1084,-90.2692,-1.5630,585.4682,0.0085,0.1400,881.8844,50.51944943,-104.49496780,26.6,78.7,-0.01,-0.06,-0.99,-1.0,0.5,-0.2,3.9,10380
815.400,86.6901,20,-0.0426,0.0921,-0.1246,-90.3800,-0.9997,585.4573,0.0085,0.1400,1380.1318,50.51944927,-104.49498481,26.6,78.8,-0.01,-0.06,-0.98,-1.2,0.4,-0.2,3.9,10203
815.450,86.7799,20,-0.0243,0.0930,-0.1362,-90.4727,-0.5698,585.4493,0.0085,0.1400,2424.0190,50.51944912,-104.49500070,26.6,78.8,-0.00,-0.05,-0.97,-1.4,0.4,-0.3,3.9,10180
815.500,86.8963,20,-0.0288,0.0922,-0.1295,-90.4923,-0.6734,585.4524,0.0085,0.1400,2053.7695,50.51944904,-104.49501207,26.6,78.8,-0.00,-0.04,-0.96,-1.8,0.3,-0.4,3.9,10203
815.550,87.0128,20,-0.0333,0.0915,-0.1229,-90.5119,-0.7770,585.4554,0.0085,0.1400,1782.2705,50.51944896,-104.49502345,26.6,79.1,0.00,-0.04,-0.95,-2.0,0.4,-0.5,3.9,10211
815.600,87.1251,20,-0.0303,0.0921,-0.1160,-90.5368,-0.7054,585.4570,0.0085,0.1400,1965.7758,50.51944885,-104.49503938,26.6,79.5,0.01,-0.05,-0.95,-1.8,0.4,-0.6,3.9,10225
815.650,87.2502,20,-0.0024,0.0893,-0.1129,-90.5768,-0.0559,585.4523,0.0085,0.1400,10000.0000,50.51944863,-104.49507015,26.6,80.1,0.01,-0.06,-0.94,-1.3,0.4,-0.6,3.9,10227
815.700,87.4906,20,0.0044,0.0490,-0.1281,-90.5934,0.1010,585.4478,0.0085,0.1400,10000.0000,50.51944847,-104.49508737,26.6,80.7,0.01,-0.08,-0.94,-0.5,0.3,-0.4,3.9,10200
815.750,87.6470,19,0.0168,0.0069,-0.1405,-90.5770,0.3881,585.4438,0.0085,0.1400,3593.9995,50.51944833,-104.49510456,26.6,81.1,0.00,-0.08,-0.95,0.3,0.1,-0.0,3.9,10179
815.800,87.4676,19,0.0517,-0.0425,-0.1413,-90.4290,1.1965,585.4423,0.0085,0.1400,1163.5131,50.51944827,-104.49512166,26.6,81.2,-0.01,-0.08,-0.95,1.0,-0.0,0.4,3.9,10027
815.850,87.2527,19,0.0872,-0.0945,-0.1445,-90.2780,2.0179,585.4404,0.0085,0.1400,688.1817,50.51944824,-104.49513872,26.6,81.1,-0.04,-0.07,-0.96,1.6,-0.2,0.9,3.9,10063
815.900,86.8957,19,0.1247,-0.1565,-0.1572,-90.1147,2.8917,585.4373,0.0085,0.1400,478.2560,50.51944827,-104.49515563,26.6,80.6,-0.06,-0.06,-0.96,1.9,-0.3,1.4,3.9,9922
815.950,86.4431,19,0.1629,-0.2216,-0.1638,-89.9430,3.7848,585.4376,0.0085,0.1390,363.5032,50.51944833,-104.49517246,26.6,80.1,-0.10,-0.04,-0.95,2.3,-0.2,1.9,3.9,9577
816.000,85.6077,19,0.2037,-0.2984,-0.1457,-89.7376,4.7547,585.4521,0.0085,0.1340,286.5566,50.51944845,-104.49518900,26.6,79.5,-0.14,-0.02,-0.95,2.7,-0.2,2.6,3.9,9665
816.050,84.7917,19,0.2457,-0.3699,-0.1335,-89.4535,5.7626,585.4623,0.0085,0.1300,234.1837,50.51944862,-104.49520545,26.6,78.9,-0.19,0.01,-0.94,2.9,-0.2,3.2,3.9,9587
816.100,84.0531,19,0.2928,-0.4195,-0.1446,-88.8544,6.9224,585.4559,0.0085,0.1300,193.2495,50.51944897,-104.49522160,26.5,78.3,-0.26,0.05,-0.93,3.1,0.0,3.9,3.9,9134
816.150,83.2680,19,0.3397,-0.4617,-0.1593,-88.3330,8.0894,585.4472,0.0085,0.1310,163.8253,50.51944934,-104.49523768,26.5,77.8,-0.32,0.09,-0.92,3.6,0.1,4.7,3.9,9191
816.200,82.2970,19,0.3859,-0.4744,-0.1879,-88.1218,9.2854,585.4298,0.0085,0.1360,141.0598,50.51944974,-104.49525350,26.5,77.5,-0.38,0.13,-0.89,4.4,0.0,5.8,3.9,9143
816.250,81.4124,19,0.4361,-0.4795,-0.2052,-87.7473,10.5915,585.4184,0.0085,0.1400,122.3354,50.51945023,-104.49526928,26.5,77.3,-0.45,0.17,-0.85,5.0,-0.1,6.9,3.9,9285
816.300,80.8735,19,0.5024,-0.4544,-0.1767,-86.7198,12.3382,585.4310,0.0085,0.1400,104.3218,50.51945108,-104.49528488,26.5,77.1,-0.52,0.23,-0.81,4.6,0.0,8.0,3.9,9066
816.350,80.2635,19,0.5732,-0.4332,-0.1553,-85.8044,14.2128,585.4413,0.0085,0.1400,89.8787,50.51945195,-104.49530040,26.5,76.9,-0.57,0.29,-0.80,4.3,0.4,8.6,3.9,8979
816.400,79.3685,19,0.6626,-0.4275,-0.1623,-85.3374,16.5995,585.4423,0.0085,0.1400,76.0982,50.51945286,-104.49531561,26.5,76.8,-0.60,0.34,-0.80,5.5,0.6,9.4,3.9,8872
816.450,78.5389,19,0.7539,-0.4223,-0.1621,-84.6605,19.0542,585.4456,0.0085,0.1400,65.6017,50.51945389,-104.49533075,26.5,76.8,-0.60,0.39,-0.80,8.3,0.6,10.9,3.9,8937
816.500,77.9707,19,0.8529,-0.4191,-0.1328,-83.1440,21.7812,585.4588,0.0086,0.1400,56.9732,50.51945545,-104.49534562,26.5,76.9,-0.58,0.44,-0.81,11.9,0.6,13.0,3.9,8848
816.550,77.3314,19,0.9482,-0.4183,-0.1137,-81.6362,24.4342,585.4670,0.0086,0.1390,50.3708,50.51945708,-104.49536039,26.5,77.0,-0.55,0.50,-0.83,15.7,0.7,15.8,3.9,8736
816.600,76.4074,19,1.0290,-0.4270,-0.1360,-80.1630,26.7912,585.4553,0.0086,0.1340,45.3904,50.51945905,-104.49537472,26.5,77.2,-0.51,0.57,-0.85,20.5,0.6,19.5,3.9,8553
816.650,75.4280,19,1.1119,-0.4349,-0.1451,-78.6504,29.2319,585.4493,0.0086,0.1300,41.0672,50.51946112,-104.49538891,26.5,77.5,-0.46,0.65,-0.87,27.6,0.4,24.2,3.9,8615
816.700,74.2267,19,1.2039,-0.4394,-0.1013,-76.9807,32.0076,585.4659,0.0086,0.1300,36.9086,50.51946362,-104.49540254,26.5,77.9,-0.43,0.73,-0.89,34.9,0.3,29.5,3.9,8537
816.750,73.1914,20,1.2826,-0.4459,-0.0696,-75.2620,34.4491,585.4798,0.0086,0.1290,33.8145,50.51946623,-104.49541611,26.5,78.4,-0.41,0.81,-0.91,39.8,0.8,34.3,3.9,8460
